vehicle_age_years,mileage_km,brand_tier,accident_count,service_history,ownership_count,vehicle_color,feature_package,market_demand,fuel_type,transmission,body_type,resale_value_usd
5.0,167683.89317944492,,1.0,Complete,2.0,,Luxury,Medium,Electric,Manual,Truck,24776.14022160129
12.0,226196.0186039406,Premium,1.0,Complete,1.0,Blue,Base,Medium,Electric,Automatic,Truck,56895.52593473262
14.0,137749.64981433254,Budget,0.0,Partial,3.0,White,Mid,Low,Petrol,Automatic,Convertible,3422.8801376466354
13.0,108268.13410667,Luxury,0.0,Partial,4.0,Red,Mid,Low,Diesel,Automatic,Coupe,11190.94764351966
3.0,202754.69687564846,Budget,3.0,None,1.0,White,Mid,Medium,Diesel,Automatic,,73735.95829669203
15.0,200946.9169982705,Mainstream,1.0,Partial,4.0,Red,Premium,High,Electric,Manual,Sedan,36366.666203727895
15.0,46609.92731296143,Luxury,0.0,None,3.0,White,Mid,Medium,Electric,Manual,Coupe,
3.0,63014.03947483164,Premium,2.0,,3.0,Other,Premium,Low,Petrol,Automatic,Truck,64078.43563891584
19.0,239866.37401842792,Budget,,Partial,3.0,Black,Premium,Medium,Electric,Automatic,,68572.63020588599
15.0,113806.83690368426,Premium,1.0,Complete,2.0,White,Premium,Medium,Electric,Manual,Coupe,19263.479039646307
19.0,132316.87065014144,Luxury,0.0,Partial,4.0,Silver,Base,Medium,Hybrid,Manual,Truck,57947.19941516848
8.0,80989.2305220534,,1.0,,4.0,Other,Premium,High,Diesel,Automatic,Convertible,50365.44821985501
13.0,122862.4006098516,Premium,0.0,Complete,1.0,Black,Premium,Low,Petrol,Automatic,Truck,60369.36677200613
10.0,187122.3687629357,Budget,0.0,Partial,4.0,Red,Base,Low,Petrol,Automatic,Coupe,63668.17828147459
,123174.54887860044,Luxury,1.0,None,2.0,Red,Luxury,Medium,Electric,Automatic,Coupe,53892.06094228109
11.0,82122.24658987297,Mainstream,1.0,Partial,1.0,Blue,Luxury,Low,Diesel,Automatic,Sedan,76628.70580146066
19.0,28520.24607662225,Premium,1.0,Complete,3.0,Other,Premium,High,Hybrid,,Truck,69545.42966135054
9.0,232424.0725317098,Luxury,1.0,Partial,4.0,Silver,Mid,Medium,Petrol,Automatic,Sedan,20630.804563528705
9.0,218556.16658646442,Budget,1.0,Complete,2.0,Other,Luxury,High,Electric,Manual,,73344.56631296725
6.0,198884.41112068194,Luxury,0.0,Complete,2.0,Blue,Mid,Medium,Diesel,Automatic,SUV,30688.992185197356
10.0,175047.38614142843,Budget,0.0,Partial,4.0,Other,Base,Medium,Hybrid,Automatic,Sedan,58943.72255548076
8.0,131299.92169039295,Budget,1.0,Complete,2.0,Black,Luxury,Medium,Diesel,,Coupe,68296.79439178418
15.0,224862.21260000032,Luxury,0.0,Complete,3.0,Blue,Base,High,Petrol,Automatic,Coupe,
6.0,198966.87063527724,Mainstream,1.0,None,4.0,Black,Premium,Low,Electric,Automatic,SUV,6966.158077603534
7.0,204922.65624699334,Budget,2.0,Partial,4.0,Blue,Luxury,Low,Electric,Automatic,SUV,76123.9304558557
17.0,80839.86588486929,Premium,0.0,Complete,4.0,White,Premium,Low,Petrol,,Truck,8580.964067475667
4.0,108747.27698358758,Budget,0.0,Partial,1.0,Black,Premium,Low,Petrol,Automatic,SUV,29804.43851969915
8.0,178166.55471019834,Budget,0.0,Complete,3.0,Black,Base,High,Diesel,Manual,Convertible,48926.4419284178
13.0,,Mainstream,0.0,None,2.0,White,Luxury,Low,Petrol,Automatic,Coupe,12050.326488082346
14.0,126023.79005249284,Budget,0.0,Complete,4.0,White,Luxury,Low,Diesel,Manual,Coupe,67541.88714737364
18.0,163395.67708775523,Luxury,,None,4.0,Silver,Luxury,Medium,Electric,Manual,SUV,18663.505994786527
17.0,112250.80838814886,Mainstream,0.0,None,2.0,White,Premium,High,Hybrid,Automatic,SUV,78922.28207479896
18.0,199294.70375490803,Budget,0.0,Partial,3.0,Blue,,Medium,Electric,Manual,Coupe,73565.37492351148
14.0,33488.31552670617,Luxury,1.0,Complete,2.0,White,Mid,Low,Electric,Manual,SUV,49550.81871577548
11.0,180923.84489659424,Luxury,1.0,None,2.0,White,Mid,Medium,Hybrid,Automatic,Truck,53820.77687512826
10.0,40576.4648497631,Budget,3.0,Complete,4.0,Black,Premium,Low,Hybrid,Automatic,SUV,44087.69803666787
13.0,234770.71545748887,Premium,0.0,Complete,1.0,Black,Base,Medium,Hybrid,Manual,SUV,33115.00558472811
16.0,81939.23177026489,Premium,1.0,Complete,1.0,Other,Mid,High,Electric,,Truck,30081.523474691665
14.0,199880.92845467041,Budget,1.0,Partial,1.0,White,Base,Medium,Petrol,Automatic,Truck,71657.42781900018
,132747.1596366256,Budget,0.0,Complete,1.0,Silver,Luxury,Medium,Electric,Automatic,Truck,47399.71891076013
,27316.33131402916,Luxury,0.0,None,1.0,Black,Mid,Medium,Petrol,Automatic,Coupe,66393.61738042964
6.0,147733.7793258194,Budget,0.0,Complete,4.0,Blue,Premium,,Diesel,,SUV,42583.470378199316
3.0,,Budget,1.0,None,1.0,Other,Premium,Low,Electric,Manual,Truck,26640.919012637998
19.0,43522.429087286466,Luxury,0.0,Complete,2.0,Blue,Base,Medium,Hybrid,Manual,Truck,10065.479700488428
3.0,83720.20259340377,Budget,2.0,Complete,4.0,White,Premium,High,Electric,Manual,Coupe,27924.65383164043
12.0,112593.87438464635,Budget,2.0,,2.0,White,Base,Medium,Electric,Manual,Convertible,
8.0,72388.00051846016,Budget,0.0,None,1.0,Silver,Base,High,Hybrid,Manual,SUV,57821.01038905025
,236225.97131040847,Luxury,1.0,,3.0,White,Mid,Medium,Diesel,Automatic,Convertible,63508.90306006796
17.0,97487.56487807406,Budget,0.0,Partial,1.0,Other,Mid,Low,Diesel,Automatic,Convertible,62554.43463974291
10.0,166225.20432899127,Premium,0.0,Complete,4.0,Red,Premium,High,Diesel,Automatic,Truck,12237.876126823661
17.0,,Budget,1.0,None,2.0,Red,Base,High,Diesel,Manual,Coupe,15232.263586452906
9.0,58827.954683003816,Premium,,Complete,3.0,White,Mid,Medium,Electric,,SUV,27427.422160219685
13.0,48083.087222965085,Budget,,Complete,3.0,Other,,Low,Electric,Automatic,SUV,
,111529.00456404721,Luxury,0.0,Partial,3.0,Red,Premium,Low,Hybrid,Manual,SUV,8088.2399456913445
8.0,135550.25956106323,Premium,4.0,Complete,2.0,Blue,Premium,High,Petrol,Automatic,Convertible,14817.306236828928
7.0,7633.300609137535,Budget,1.0,Partial,4.0,Other,Luxury,Medium,Hybrid,Automatic,Sedan,68929.73183464202
2.0,209066.23976521307,Budget,1.0,Complete,3.0,Other,Luxury,,Diesel,Automatic,Coupe,48356.45252459117
2.0,130624.70367011921,Budget,1.0,Partial,2.0,White,Luxury,Low,Petrol,Manual,Sedan,29355.790444032402
4.0,43516.43123702585,Budget,0.0,Partial,2.0,,,Low,Hybrid,Manual,Convertible,43538.79813547991
9.0,21486.861563232243,Luxury,2.0,Complete,1.0,Blue,Luxury,Medium,Diesel,Automatic,Truck,23121.131151528254
14.0,20483.82779668537,Mainstream,1.0,Partial,2.0,Red,Premium,Medium,Petrol,Manual,Sedan,47955.85843573247
11.0,68122.6542803396,Premium,1.0,Complete,4.0,Silver,Mid,High,Petrol,,Sedan,8746.578009164194
7.0,127326.57625288982,Budget,1.0,Partial,4.0,Blue,Base,,Diesel,Automatic,Coupe,72504.10382027045
19.0,,Luxury,1.0,Partial,3.0,Red,Luxury,Low,Petrol,Manual,Convertible,21514.38702063833
4.0,226226.52958827137,,0.0,None,2.0,Silver,Premium,High,Hybrid,Automatic,Coupe,
2.0,208920.34039495396,Luxury,0.0,Complete,2.0,Other,Luxury,Medium,Hybrid,Manual,Truck,53819.91270698782
19.0,85498.0496895773,Budget,0.0,,1.0,Red,Base,,Hybrid,Manual,SUV,43271.53456659671
18.0,80106.64916799434,Mainstream,0.0,Complete,1.0,Red,Mid,Low,Petrol,Manual,Convertible,74594.32747527027
7.0,246927.29456297442,Premium,1.0,Partial,2.0,White,Base,High,Petrol,Manual,Truck,15074.614884728831
11.0,171913.75434692742,Premium,1.0,Partial,2.0,Other,Mid,High,Diesel,Manual,Truck,12184.365210712978
10.0,79713.22560809774,Luxury,0.0,Complete,2.0,Other,Premium,Medium,Diesel,Manual,Sedan,27783.2301504047
11.0,85624.63731957685,Premium,2.0,Partial,1.0,Black,Premium,Medium,Petrol,Manual,Coupe,66927.03444191333
9.0,111487.88763112076,Premium,0.0,Partial,1.0,Silver,Premium,High,Hybrid,Manual,Sedan,5710.512126648075
3.0,,Mainstream,0.0,,4.0,Red,Base,High,Petrol,Automatic,Sedan,21434.239462819176
5.0,225004.89419306134,Premium,3.0,Complete,3.0,Blue,Luxury,Low,Electric,Automatic,SUV,35702.06875987341
1.0,53585.24432562026,,3.0,Complete,3.0,,Luxury,Medium,Hybrid,Manual,Coupe,57896.45611744204
1.0,25678.832432693333,Mainstream,,Complete,3.0,Black,Base,Low,Electric,Manual,SUV,26047.106206034703
5.0,104409.27036878698,Mainstream,1.0,Complete,3.0,,Luxury,High,Diesel,Automatic,Truck,37504.65835976498
19.0,65136.59323959127,,3.0,Complete,1.0,White,Base,High,Petrol,Automatic,SUV,28937.487797079433
6.0,146128.00499258033,Luxury,1.0,Partial,1.0,Silver,Luxury,High,Electric,Automatic,Truck,10088.63961387908
3.0,176307.63510111827,Luxury,0.0,Partial,2.0,Blue,Mid,Medium,Petrol,Manual,Sedan,59878.05083200652
13.0,81130.30866077033,,0.0,Complete,4.0,Blue,Premium,High,Electric,Automatic,SUV,38526.2135262252
17.0,172935.5657711872,Mainstream,1.0,Partial,4.0,White,Luxury,High,Petrol,,Coupe,65563.43320366342
3.0,89071.07744016263,Premium,2.0,None,3.0,White,Base,Medium,Hybrid,Automatic,SUV,56491.35461316868
3.0,160567.19421823422,Budget,1.0,Complete,2.0,Blue,Mid,High,Diesel,Manual,Truck,7451.770414593555
13.0,160099.89765311297,Luxury,0.0,Complete,2.0,Red,Luxury,Medium,Hybrid,Automatic,Convertible,41505.84433821344
2.0,,Mainstream,0.0,Partial,1.0,Red,Luxury,High,Diesel,Manual,Coupe,79295.88301838377
3.0,160752.07416899985,Premium,2.0,Complete,2.0,White,Base,Medium,Hybrid,Manual,Truck,26706.010163677493
16.0,98333.99845229568,Mainstream,0.0,Partial,4.0,Other,Mid,Medium,Diesel,Automatic,,40957.77373770245
12.0,,Budget,0.0,Complete,4.0,Red,Premium,Medium,Hybrid,Manual,Coupe,53206.49816290111
9.0,75875.4980312907,Mainstream,1.0,Complete,2.0,White,Base,,Petrol,Automatic,Convertible,18574.45122925196
16.0,89683.0887329008,Budget,2.0,Complete,1.0,Silver,Luxury,Low,Hybrid,Automatic,Sedan,57093.05519810822
4.0,197752.49855498126,Luxury,0.0,Complete,4.0,Silver,Premium,,Electric,Automatic,Sedan,53802.8040860093
18.0,65068.80947226671,Mainstream,0.0,Complete,1.0,Silver,Luxury,Medium,Electric,Manual,SUV,31871.95593740055
1.0,172086.9142608459,Premium,2.0,Complete,1.0,White,Base,Medium,Petrol,Manual,SUV,24901.82358310863
7.0,225652.04332032055,Mainstream,0.0,Complete,4.0,White,Mid,Medium,Petrol,Manual,SUV,73770.90799841362
12.0,90855.09055346771,Mainstream,1.0,Partial,1.0,Red,,High,Petrol,Automatic,SUV,12780.815097679553
8.0,,Budget,1.0,Complete,3.0,Red,Base,High,Electric,Automatic,Convertible,36266.37093103825
8.0,11028.477135622576,Budget,0.0,None,3.0,Red,Base,Medium,Hybrid,Manual,Coupe,62057.7393731039
9.0,39178.207645824565,,1.0,Complete,3.0,Black,Premium,Medium,Petrol,Automatic,Coupe,14406.556351604808
14.0,,Luxury,0.0,Complete,2.0,White,Mid,Low,Hybrid,Automatic,SUV,74835.4200826525
5.0,188280.88621850114,Luxury,0.0,Complete,4.0,Other,Luxury,Medium,Diesel,Manual,Sedan,43521.43532087249
2.0,77238.42564230629,Budget,2.0,Partial,3.0,Silver,Premium,Medium,Hybrid,Automatic,Truck,41870.80539550676
10.0,164864.89453216764,Premium,1.0,Partial,1.0,Silver,Base,Medium,Hybrid,Automatic,SUV,35669.360631547024
9.0,15401.581752714106,Mainstream,1.0,Complete,3.0,Black,Premium,,Electric,Automatic,SUV,69793.66474508021
7.0,77456.36763914493,Premium,1.0,Complete,1.0,Black,Premium,Medium,Hybrid,Automatic,Sedan,76029.98847865699
18.0,62365.827495933714,Premium,0.0,None,4.0,Silver,Mid,Medium,Electric,Manual,Truck,32265.238018768898
12.0,72835.72503632889,Premium,0.0,None,3.0,,Mid,Low,Diesel,Automatic,Convertible,44764.31106925549
11.0,51725.85343778087,Luxury,0.0,Complete,4.0,Silver,Luxury,High,Electric,Automatic,Convertible,27287.581228076102
10.0,156389.42517006834,,1.0,Partial,3.0,Silver,Premium,Low,Diesel,Manual,Truck,31337.290648693976
13.0,,Premium,0.0,Partial,1.0,Other,Mid,Medium,Diesel,Automatic,Truck,5181.684167938674
9.0,41374.04516839877,Luxury,0.0,Complete,1.0,Black,Mid,Low,Petrol,Manual,Convertible,63517.0322996021
16.0,186580.76623061564,Luxury,1.0,Partial,2.0,Black,Base,Medium,Hybrid,Automatic,SUV,77638.65183844655
17.0,66261.14168336408,Budget,0.0,Partial,2.0,Red,Mid,Medium,Hybrid,Automatic,SUV,62253.54449227191
5.0,74316.01311239353,Mainstream,0.0,Partial,2.0,Black,Premium,High,Petrol,Automatic,Sedan,42902.27939863226
6.0,208058.0430166875,Premium,1.0,None,3.0,Other,Premium,Low,Petrol,Automatic,Truck,
10.0,225785.64924144206,Mainstream,2.0,Partial,4.0,Other,Base,Medium,Hybrid,Manual,,69056.68631739666
11.0,207065.2967997637,Budget,0.0,Complete,3.0,Silver,Base,Low,Petrol,Manual,SUV,44928.242581477476
2.0,41201.89098597764,Budget,0.0,Complete,1.0,Other,,High,Petrol,Automatic,Sedan,75161.12639735089
7.0,249820.57059864732,Premium,2.0,Partial,4.0,Red,Premium,Medium,Diesel,Automatic,Truck,5323.1048653882535
14.0,169678.07662168023,Luxury,0.0,Complete,1.0,Silver,Premium,High,Petrol,Manual,Sedan,3777.3927567973988
4.0,130113.81227747249,Budget,1.0,Partial,2.0,White,Luxury,Low,Petrol,Automatic,Sedan,9272.371040679815
5.0,238936.14489959172,Luxury,0.0,Complete,1.0,White,Mid,Low,Electric,Manual,,7455.044089915777
19.0,205258.1968795154,Budget,1.0,Complete,3.0,Black,Base,Low,Hybrid,Automatic,Sedan,35695.04605922947
10.0,174477.0447090405,,0.0,None,1.0,Red,Mid,,Electric,Automatic,Truck,75404.72500199298
6.0,210407.32587812265,Premium,0.0,None,1.0,Other,Mid,Medium,Petrol,Automatic,SUV,54992.2133493791
2.0,99439.31290309191,Budget,1.0,Partial,1.0,Blue,Luxury,Medium,Petrol,Automatic,SUV,
3.0,172687.41913285232,Mainstream,1.0,Partial,4.0,White,Premium,High,,Manual,Convertible,
15.0,51692.10458879317,Budget,0.0,Partial,1.0,Other,Mid,Low,Petrol,Automatic,Truck,44100.01712580119
10.0,247060.15564044003,Premium,1.0,Partial,1.0,White,Base,Low,Diesel,Automatic,SUV,26421.451633920587
,149300.51652288385,Mainstream,,Complete,2.0,White,Base,Low,Electric,Automatic,Sedan,42873.5059340052
7.0,204488.12562165034,Luxury,2.0,Partial,2.0,White,Premium,High,Electric,Automatic,Coupe,60492.889971034914
2.0,,Budget,0.0,Partial,3.0,Black,Premium,Medium,Hybrid,Manual,Coupe,46019.31974750401
7.0,190854.26072241928,,0.0,Complete,2.0,Red,Premium,High,Electric,,,35253.131620214335
15.0,99909.30036999332,Mainstream,2.0,,1.0,White,Base,,Diesel,Automatic,Coupe,68058.99892238647
3.0,149551.2463053428,Premium,0.0,Partial,2.0,Other,Premium,Low,Petrol,Automatic,Sedan,25133.10174419589
5.0,195643.02984314648,Budget,0.0,Complete,4.0,Other,Luxury,,Electric,Automatic,SUV,40074.49345018343
8.0,33536.10875757845,Mainstream,1.0,Complete,3.0,Black,Luxury,Medium,Electric,Automatic,Convertible,78317.33983914145
4.0,92412.53358556383,Premium,1.0,Complete,2.0,Red,Base,Medium,Hybrid,Manual,Sedan,77483.76539624711
18.0,138509.55249914373,Budget,0.0,Complete,3.0,,Luxury,Low,,,SUV,3483.9154828964015
19.0,86829.43799160147,Mainstream,0.0,None,3.0,Blue,Mid,High,Petrol,Manual,Truck,43981.97248778351
8.0,80745.9725151364,Premium,0.0,Partial,3.0,Silver,Premium,Medium,Electric,Automatic,SUV,
6.0,74007.70194776448,Budget,,None,4.0,White,Luxury,High,Diesel,Manual,SUV,25424.237970500515
5.0,60808.99634329358,Budget,0.0,Partial,1.0,Black,,Low,Petrol,Manual,SUV,48911.4177528684
5.0,212981.6178261295,Premium,0.0,,4.0,Red,Luxury,Low,Diesel,Manual,Sedan,37365.43288595219
17.0,231303.83670314515,Premium,0.0,Partial,3.0,Blue,Premium,Low,Electric,Manual,SUV,59428.84027939938
6.0,176541.51479830037,Mainstream,2.0,Complete,,Silver,Base,Low,Petrol,Manual,SUV,5089.332657886544
13.0,12349.8806274438,Budget,0.0,Partial,2.0,Red,Mid,Medium,Hybrid,Automatic,Truck,74370.59518544699
9.0,197627.13280660546,Budget,1.0,Partial,4.0,Red,Premium,Low,Hybrid,Manual,Truck,46704.68349384445
12.0,135325.2610732645,Mainstream,0.0,,2.0,White,Mid,Medium,Diesel,Automatic,Coupe,55673.13607055305
10.0,190736.97153148352,Budget,0.0,None,3.0,Silver,Premium,Medium,Petrol,Manual,Sedan,49553.15855280923
1.0,112147.90154739327,Budget,0.0,Complete,3.0,Silver,Base,High,Diesel,Manual,,79163.13368584155
,15114.069147687362,Budget,0.0,Complete,1.0,Black,,Low,Hybrid,Automatic,Coupe,78944.97997982136
,172027.5215398155,Luxury,0.0,Partial,3.0,Blue,Luxury,Medium,Electric,Manual,Coupe,49961.64049540794
3.0,113811.48066953801,Premium,0.0,Complete,2.0,Other,Mid,High,Hybrid,Manual,Sedan,55665.173701377986
6.0,219140.6564085854,Luxury,0.0,Complete,1.0,Black,Premium,High,Electric,Automatic,Coupe,50629.87809350351
9.0,185843.7945212497,Luxury,1.0,Complete,2.0,Blue,Mid,Low,Diesel,Manual,Coupe,26922.43114334815
8.0,93092.62820556329,Premium,1.0,Complete,4.0,Black,Base,Low,Diesel,Automatic,Sedan,17831.24384841609
15.0,182400.08014703557,Luxury,0.0,Partial,1.0,,,High,Diesel,Manual,Convertible,34012.76268964331
6.0,,Mainstream,1.0,Partial,3.0,Other,Mid,Medium,Electric,Automatic,Coupe,55572.27531722406
11.0,53863.76830358856,Luxury,1.0,None,1.0,White,Mid,Low,Diesel,Manual,Truck,7310.256282054973
10.0,107872.14826285435,Mainstream,0.0,Complete,3.0,Blue,Luxury,High,Diesel,Automatic,Coupe,42601.50092444656
11.0,59527.78665461825,Premium,0.0,Complete,3.0,Other,Mid,,Petrol,Manual,Sedan,34446.59421029201
4.0,,Budget,1.0,Partial,2.0,Black,Premium,Medium,Electric,Manual,Sedan,43616.33277899264
13.0,65464.96452934076,Premium,0.0,Complete,3.0,Silver,Premium,Medium,Diesel,Automatic,Convertible,69237.45074804917
8.0,56332.724847521335,Premium,1.0,None,3.0,,Mid,High,Diesel,Automatic,Convertible,6665.9805918934835
15.0,6062.542628290869,Luxury,1.0,Complete,3.0,Other,Mid,Medium,Electric,Manual,Truck,61799.05180085104
7.0,197061.71518455338,Premium,,None,2.0,,Luxury,Low,Electric,Manual,Truck,54352.06167888925
1.0,23861.309851858783,Premium,0.0,Partial,3.0,Other,Base,High,Hybrid,Automatic,Coupe,18696.294534930305
9.0,115019.47311502612,Mainstream,1.0,None,4.0,Blue,Premium,,Hybrid,Manual,Convertible,59532.14255366391
8.0,107381.3780457809,Budget,2.0,Partial,2.0,Blue,Luxury,Medium,Petrol,Automatic,Truck,41220.639909679754
2.0,49444.98873985816,,2.0,None,4.0,,Premium,Medium,Diesel,Automatic,Coupe,40038.90926718636
14.0,241882.78410165833,Budget,1.0,Partial,1.0,White,Premium,Medium,Electric,Automatic,SUV,40196.42965089527
12.0,152914.7332070803,Budget,1.0,Partial,2.0,Black,Mid,High,Diesel,Manual,Coupe,76091.02279334827
17.0,204310.69620258478,Budget,1.0,Partial,4.0,White,Premium,Medium,Hybrid,Automatic,Truck,75716.06698793305
19.0,126554.4365225628,Luxury,2.0,Partial,,,Base,Low,Hybrid,Manual,Coupe,73347.81959476556
6.0,182088.9197563637,Premium,1.0,None,3.0,Blue,Base,Low,Hybrid,Manual,SUV,71279.13966297223
5.0,242595.9060363807,Budget,0.0,Complete,2.0,Other,,High,Electric,Automatic,Truck,5894.283050972254
6.0,90359.32638175988,Luxury,0.0,Complete,1.0,Other,Luxury,High,Diesel,Automatic,,33845.80938763499
3.0,128544.64391393664,Premium,0.0,Complete,4.0,White,Base,,,,Truck,71905.53389147538
16.0,131061.54017954161,Budget,1.0,Complete,2.0,Black,Base,Low,Diesel,Manual,Coupe,61144.744785891235
18.0,248038.72999941398,Mainstream,0.0,None,3.0,Blue,Premium,High,Petrol,Automatic,Sedan,38162.8047792871
14.0,62109.290866092204,Luxury,0.0,Complete,4.0,Blue,Luxury,Low,Hybrid,Manual,,62540.48386572179
15.0,170450.3396038343,Budget,0.0,,4.0,White,,Low,Hybrid,Automatic,Truck,19030.3085876488
4.0,,Luxury,0.0,Partial,4.0,Red,Luxury,High,Hybrid,Automatic,Truck,49184.54189909511
11.0,232133.01535329077,Mainstream,0.0,None,1.0,,Luxury,High,Hybrid,Automatic,Truck,44040.86770565785
5.0,149643.57015541612,Luxury,0.0,Partial,3.0,,Mid,Medium,Electric,Manual,Coupe,47163.12069482718
9.0,215555.82412467018,Premium,1.0,Complete,3.0,Blue,Mid,Medium,Hybrid,,Convertible,58578.247335876986
,,Budget,1.0,None,4.0,Black,Mid,Low,,Automatic,Coupe,76134.76102610194
7.0,141491.92846551616,Luxury,0.0,Complete,2.0,Red,Premium,High,Diesel,Manual,SUV,23328.906131917247
18.0,172091.7814533586,Luxury,0.0,Partial,4.0,White,Premium,Medium,Hybrid,Automatic,Sedan,61369.909703230485
18.0,176186.55680708305,Budget,1.0,Complete,3.0,White,Premium,Low,Hybrid,Manual,Coupe,52675.85459841201
2.0,117817.8017596459,Mainstream,1.0,Complete,1.0,Black,Base,Low,Electric,Manual,Coupe,56526.17019182738
13.0,111535.37058915288,Mainstream,2.0,None,1.0,Other,Mid,Low,Electric,Automatic,Truck,36026.81420577308
13.0,50616.113649645,Budget,4.0,Partial,4.0,Other,Premium,Low,Diesel,Automatic,SUV,
17.0,99059.06732279625,Budget,0.0,Complete,1.0,Red,Premium,,Diesel,Manual,Truck,39933.53124904494
17.0,247735.45043366094,Premium,0.0,Partial,1.0,Black,Luxury,Low,Petrol,Automatic,Truck,12362.56778373223
6.0,71116.08639402904,Luxury,1.0,Partial,2.0,Blue,Premium,Medium,Diesel,Automatic,Convertible,55413.35950247235
14.0,191798.02262564545,Luxury,,Complete,1.0,Red,Mid,High,,Automatic,Sedan,12922.921759714174
14.0,19540.130163876496,Mainstream,,Partial,2.0,Silver,Mid,Low,Hybrid,Manual,Convertible,27845.97509350335
12.0,119529.85536487626,Premium,2.0,Partial,4.0,Silver,Base,Medium,Hybrid,Manual,Truck,20556.437156551572
5.0,19310.482319700677,Luxury,1.0,None,,Black,Base,Medium,,Manual,Sedan,44497.94832957792
5.0,121570.98378293509,Premium,1.0,Partial,3.0,Silver,Luxury,High,Diesel,Automatic,Coupe,
4.0,11750.35289829734,Budget,0.0,Partial,2.0,Black,Base,High,Diesel,Manual,SUV,15308.699236429818
13.0,155257.2190135567,Luxury,0.0,Partial,3.0,Blue,Mid,High,Hybrid,Manual,Convertible,63892.70606016314
4.0,148694.7294948257,Budget,1.0,Complete,4.0,Other,Base,Medium,Electric,Automatic,SUV,39073.854773735795
18.0,200471.5895444371,Mainstream,0.0,,,,Base,,Hybrid,Automatic,Truck,37992.57604830906
16.0,147905.11953933004,Mainstream,1.0,None,1.0,Black,Premium,Low,Petrol,Automatic,Sedan,71249.94741212351
18.0,231869.79477601295,Budget,0.0,Complete,4.0,Blue,Mid,High,Electric,Automatic,Coupe,44489.47575419801
2.0,196860.63044821727,Mainstream,0.0,Complete,4.0,Silver,Luxury,High,Electric,Automatic,Sedan,57661.999381606794
4.0,,Budget,2.0,Partial,3.0,Blue,Base,High,Diesel,,SUV,28261.037927991576
17.0,70040.93113499228,,1.0,Complete,3.0,Silver,Base,High,Diesel,Automatic,SUV,46219.29076618319
6.0,,Budget,1.0,None,2.0,Other,Luxury,Medium,Petrol,Automatic,Coupe,58933.93084556704
18.0,,Mainstream,2.0,Complete,1.0,Other,Luxury,High,Hybrid,Automatic,Coupe,25828.344255234468
,129836.38217351533,Mainstream,1.0,Partial,3.0,Silver,Mid,Medium,Hybrid,Manual,Sedan,56017.12944960441
13.0,236756.83095160627,Mainstream,1.0,Complete,3.0,White,Luxury,Medium,,Manual,Convertible,46794.763616075186
,132955.5209090455,Budget,0.0,Complete,2.0,Blue,Base,High,Diesel,Automatic,Sedan,36432.87356427634
2.0,196351.870276022,Premium,1.0,None,3.0,Blue,Mid,Medium,Hybrid,,SUV,57898.65624678917
8.0,70665.8830852608,Mainstream,0.0,Partial,1.0,Black,Mid,Medium,Electric,Automatic,Sedan,27401.636476484062
14.0,42523.81712841377,Premium,3.0,Complete,1.0,Black,Luxury,High,Petrol,Automatic,Truck,58016.71149591708
18.0,203654.88218743194,Mainstream,3.0,Complete,4.0,Red,Mid,High,Petrol,Automatic,Sedan,45435.78370143808
1.0,65619.16061677488,Luxury,1.0,Complete,4.0,Silver,Base,Low,Petrol,Manual,Sedan,21911.496844559726
9.0,218477.10382942107,Luxury,2.0,Complete,1.0,Other,Base,Medium,Diesel,Automatic,Truck,54457.21095700044
9.0,46613.219544530955,Luxury,2.0,Partial,,Other,Base,Medium,Electric,Manual,,71126.85834088166
,213638.70254870123,Premium,0.0,Partial,4.0,,Mid,Low,Petrol,Automatic,Coupe,26871.077476810486
16.0,,Mainstream,1.0,Complete,1.0,Silver,Luxury,Low,Electric,Automatic,Sedan,65549.55514680155
4.0,154749.06491944793,Budget,1.0,Complete,,Blue,Base,,Diesel,Automatic,Convertible,28882.037443327943
13.0,213304.06606654095,Premium,0.0,Partial,4.0,Red,Premium,Low,Diesel,Automatic,Coupe,66226.33535877729
17.0,86023.97888120307,Mainstream,0.0,Complete,1.0,Silver,Luxury,High,Hybrid,Manual,Convertible,6938.629983502723
11.0,45678.36568802,Luxury,0.0,Partial,1.0,Red,Mid,High,Electric,Automatic,Sedan,3555.5791684242035
2.0,43474.96540059163,Premium,1.0,Partial,,Silver,Base,High,Electric,Manual,Convertible,11721.177947695134
4.0,71237.9338848475,Mainstream,3.0,Complete,1.0,Blue,Mid,Medium,Electric,Automatic,Coupe,70293.59619863959
12.0,114325.64738411295,Budget,1.0,Complete,4.0,Blue,Base,Medium,,Automatic,Convertible,44096.5826855936
2.0,219625.60194490055,Premium,0.0,Complete,2.0,Silver,Mid,High,Petrol,Automatic,Convertible,48745.799721567906
1.0,26936.234778645445,Budget,,Partial,,Other,Premium,Low,Petrol,Manual,Coupe,67849.82106379114
6.0,229234.3008865136,Premium,1.0,Partial,3.0,Other,Mid,Medium,Diesel,Manual,Coupe,6899.7269959058585
16.0,231746.20403332112,Luxury,0.0,Partial,2.0,White,Mid,Medium,Hybrid,Automatic,Coupe,32807.242279055354
2.0,183172.9157139769,Luxury,0.0,None,3.0,Blue,Mid,Low,Electric,Automatic,Coupe,52517.95767757748
14.0,225569.48533835693,Luxury,1.0,Partial,3.0,Black,,Medium,Hybrid,Automatic,Truck,34160.372655479616
